producto;tramo_negocio;periodo;DTR;cliente;target;tipo
Producto C;Tramo 3;202205;Grupo 4;74;0.878378378;Nuevo
Producto C;Tramo 3;202206;Grupo 1;223;0.484304933;Nuevo
Producto C;Tramo 3;202206;Grupo 2;208;0.629807692;Nuevo
Producto C;Tramo 3;202206;Grupo 3;177;0.757062147;Nuevo
Producto C;Tramo 3;202206;Grupo 4;68;0.779411765;Nuevo
Producto C;Tramo 3;202207;Grupo 1;225;0.382222222;Nuevo
Producto C;Tramo 3;202207;Grupo 2;232;0.625;Nuevo
Producto C;Tramo 3;202207;Grupo 3;176;0.744318182;Nuevo
Producto C;Tramo 3;202207;Grupo 4;90;0.766666667;Nuevo
Producto C;Tramo 4;202201;Grupo 2;104;0.538461538;Actual
Producto C;Tramo 4;202201;Grupo 3;202;0.722772277;Actual
Producto C;Tramo 4;202201;Grupo 4;205;0.926829268;Actual
Producto C;Tramo 4;202202;Grupo 2;90;0.566666667;Actual
Producto C;Tramo 4;202202;Grupo 3;211;0.81042654;Actual
Producto C;Tramo 4;202202;Grupo 4;247;0.874493927;Actual
Producto C;Tramo 4;202203;Grupo 2;107;0.588785047;Actual
Producto C;Tramo 4;202203;Grupo 3;166;0.801204819;Actual
Producto C;Tramo 4;202203;Grupo 4;211;0.881516588;Actual
Producto C;Tramo 4;202204;Grupo 2;106;0.603773585;Actual
Producto C;Tramo 4;202204;Grupo 3;202;0.792079208;Actual
Producto C;Tramo 4;202204;Grupo 4;201;0.905472637;Actual
Producto C;Tramo 4;202205;Grupo 2;82;0.670731707;Actual
Producto C;Tramo 4;202205;Grupo 3;185;0.789189189;Actual
Producto C;Tramo 4;202205;Grupo 4;198;0.904040404;Actual
Producto C;Tramo 4;202206;Grupo 2;116;0.672413793;Actual
Producto C;Tramo 4;202206;Grupo 3;160;0.7625;Actual
Producto C;Tramo 4;202206;Grupo 4;220;0.9;Actual
Producto C;Tramo 4;202207;Grupo 2;102;0.549019608;Actual
Producto C;Tramo 4;202207;Grupo 3;207;0.77294686;Actual
Producto C;Tramo 4;202207;Grupo 4;198;0.873737374;Actual
Producto C;Tramo 4;202201;Grupo 1;77;0.584415584;Nuevo
Producto C;Tramo 4;202201;Grupo 2;296;0.75;Nuevo
Producto C;Tramo 4;202201;Grupo 3;141;0.90070922;Nuevo
Producto C;Tramo 4;202202;Grupo 1;96;0.677083333;Nuevo
Producto C;Tramo 4;202202;Grupo 2;301;0.790697674;Nuevo
Producto C;Tramo 4;202202;Grupo 3;157;0.891719745;Nuevo
Producto C;Tramo 4;202203;Grupo 1;79;0.582278481;Nuevo
Producto C;Tramo 4;202203;Grupo 2;267;0.782771536;Nuevo
Producto C;Tramo 4;202203;Grupo 3;141;0.921985816;Nuevo
Producto C;Tramo 4;202204;Grupo 1;92;0.597826087;Nuevo
Producto C;Tramo 4;202204;Grupo 2;288;0.819444444;Nuevo
Producto C;Tramo 4;202204;Grupo 3;131;0.893129771;Nuevo
Producto C;Tramo 4;202205;Grupo 1;87;0.632183908;Nuevo
Producto C;Tramo 4;202205;Grupo 2;249;0.83935743;Nuevo
Producto C;Tramo 4;202205;Grupo 3;131;0.900763359;Nuevo
Producto C;Tramo 4;202206;Grupo 1;99;0.737373737;Nuevo
Producto C;Tramo 4;202206;Grupo 2;260;0.780769231;Nuevo
Producto C;Tramo 4;202206;Grupo 3;139;0.884892086;Nuevo
Producto C;Tramo 4;202207;Grupo 1;93;0.602150538;Nuevo
Producto C;Tramo 4;202207;Grupo 2;266;0.778195489;Nuevo
Producto C;Tramo 4;202207;Grupo 3;150;0.846666667;Nuevo
Producto B;Tramo 1;202201;Grupo 1;136;0.051470588;Actual
Producto B;Tramo 1;202201;Grupo 2;991;0.057517659;Actual
Producto B;Tramo 1;202201;Grupo 3;549;0.096539162;Actual
Producto B;Tramo 1;202201;Grupo 4;500;0.176;Actual
Producto B;Tramo 1;202201;Grupo 5;197;0.294416244;Actual
Producto B;Tramo 1;202202;Grupo 1;154;0.097402597;Actual
Producto B;Tramo 1;202202;Grupo 2;784;0.114795918;Actual
Producto B;Tramo 1;202202;Grupo 3;378;0.169312169;Actual
Producto B;Tramo 1;202202;Grupo 4;437;0.235697941;Actual
Producto B;Tramo 1;202202;Grupo 5;188;0.340425532;Actual
Producto B;Tramo 1;202203;Grupo 1;219;0.091324201;Actual
Producto B;Tramo 1;202203;Grupo 2;932;0.097639485;Actual
Producto B;Tramo 1;202203;Grupo 3;408;0.18872549;Actual
Producto B;Tramo 1;202203;Grupo 4;419;0.264916468;Actual
Producto B;Tramo 1;202203;Grupo 5;152;0.348684211;Actual
Producto B;Tramo 1;202204;Grupo 1;246;0.093495935;Actual
Producto B;Tramo 1;202204;Grupo 2;753;0.092961487;Actual
Producto B;Tramo 1;202204;Grupo 3;344;0.130813953;Actual
Producto B;Tramo 1;202204;Grupo 4;346;0.213872832;Actual
Producto B;Tramo 1;202204;Grupo 5;173;0.312138728;Actual
Producto B;Tramo 1;202205;Grupo 1;222;0.045045045;Actual
Producto B;Tramo 1;202205;Grupo 2;1027;0.086660175;Actual
Producto B;Tramo 1;202205;Grupo 3;469;0.144989339;Actual
Producto B;Tramo 1;202205;Grupo 4;477;0.224318658;Actual
Producto B;Tramo 1;202205;Grupo 5;216;0.319444444;Actual
Producto B;Tramo 1;202206;Grupo 1;290;0.04137931;Actual
Producto B;Tramo 1;202206;Grupo 2;943;0.077412513;Actual
Producto B;Tramo 1;202206;Grupo 3;436;0.135321101;Actual
Producto B;Tramo 1;202206;Grupo 4;396;0.222222222;Actual
Producto B;Tramo 1;202206;Grupo 5;180;0.322222222;Actual
Producto B;Tramo 1;202207;Grupo 1;494;0.008097166;Actual
Producto B;Tramo 1;202207;Grupo 2;1778;0.032620922;Actual
Producto B;Tramo 1;202207;Grupo 3;747;0.076305221;Actual
Producto B;Tramo 1;202207;Grupo 4;586;0.136518771;Actual
Producto B;Tramo 1;202207;Grupo 5;236;0.279661017;Actual
Producto B;Tramo 1;202201;Grupo 1;358;0.053072626;Nuevo
Producto B;Tramo 1;202201;Grupo 2;871;0.09184845;Nuevo
Producto B;Tramo 1;202201;Grupo 3;500;0.12;Nuevo
Producto B;Tramo 1;202201;Grupo 4;677;0.162481536;Nuevo
Producto B;Tramo 1;202202;Grupo 1;239;0.112970711;Nuevo
Producto B;Tramo 1;202202;Grupo 2;697;0.143472023;Nuevo
Producto B;Tramo 1;202202;Grupo 3;377;0.169761273;Nuevo
Producto B;Tramo 1;202202;Grupo 4;654;0.224770642;Nuevo
Producto B;Tramo 1;202203;Grupo 1;287;0.094076655;Nuevo
Producto B;Tramo 1;202203;Grupo 2;781;0.129321383;Nuevo
Producto B;Tramo 1;202203;Grupo 3;404;0.193069307;Nuevo
Producto B;Tramo 1;202203;Grupo 4;699;0.220314735;Nuevo
Producto B;Tramo 1;202204;Grupo 1;241;0.053941909;Nuevo
Producto B;Tramo 1;202204;Grupo 2;626;0.11341853;Nuevo
Producto B;Tramo 1;202204;Grupo 3;348;0.143678161;Nuevo
Producto B;Tramo 1;202204;Grupo 4;673;0.205052006;Nuevo
Producto B;Tramo 1;202205;Grupo 1;292;0.047945205;Nuevo
Producto B;Tramo 1;202205;Grupo 2;807;0.091697646;Nuevo
Producto B;Tramo 1;202205;Grupo 3;434;0.126728111;Nuevo
Producto B;Tramo 1;202205;Grupo 4;912;0.225877193;Nuevo
Producto B;Tramo 1;202206;Grupo 1;283;0.056537102;Nuevo
Producto B;Tramo 1;202206;Grupo 2;788;0.096446701;Nuevo
Producto B;Tramo 1;202206;Grupo 3;418;0.124401914;Nuevo
Producto B;Tramo 1;202206;Grupo 4;799;0.186483104;Nuevo
Producto B;Tramo 1;202207;Grupo 1;582;0.013745704;Nuevo
Producto B;Tramo 1;202207;Grupo 2;1425;0.033684211;Nuevo
Producto B;Tramo 1;202207;Grupo 3;689;0.081277213;Nuevo
Producto B;Tramo 1;202207;Grupo 4;1212;0.131188119;Nuevo
Producto B;Tramo 2;202201;Grupo 2;86;0.209302326;Actual
Producto B;Tramo 2;202201;Grupo 3;247;0.238866397;Actual
Producto B;Tramo 2;202201;Grupo 4;955;0.367539267;Actual
Producto B;Tramo 2;202201;Grupo 5;957;0.525600836;Actual
Producto B;Tramo 2;202202;Grupo 1;2;0;Actual
Producto B;Tramo 2;202202;Grupo 2;101;0.287128713;Actual
Producto B;Tramo 2;202202;Grupo 3;285;0.235087719;Actual
Producto B;Tramo 2;202202;Grupo 4;1032;0.381782946;Actual
Producto B;Tramo 2;202202;Grupo 5;995;0.492462312;Actual
Producto B;Tramo 2;202203;Grupo 2;87;0.24137931;Actual
Producto B;Tramo 2;202203;Grupo 3;219;0.305936073;Actual
Producto B;Tramo 2;202203;Grupo 4;946;0.409090909;Actual
Producto B;Tramo 2;202203;Grupo 5;865;0.532947977;Actual
Producto B;Tramo 2;202204;Grupo 2;105;0.19047619;Actual
Producto B;Tramo 2;202204;Grupo 3;246;0.256097561;Actual
Producto B;Tramo 2;202204;Grupo 4;979;0.373850868;Actual
Producto B;Tramo 2;202204;Grupo 5;856;0.498831776;Actual
Producto B;Tramo 2;202205;Grupo 1;1;0;Actual
Producto B;Tramo 2;202205;Grupo 2;99;0.242424242;Actual
Producto B;Tramo 2;202205;Grupo 3;199;0.24120603;Actual
Producto B;Tramo 2;202205;Grupo 4;876;0.375570776;Actual
Producto B;Tramo 2;202205;Grupo 5;912;0.506578947;Actual
Producto B;Tramo 2;202206;Grupo 1;1;0;Actual
Producto B;Tramo 2;202206;Grupo 2;106;0.160377358;Actual
Producto B;Tramo 2;202206;Grupo 3;304;0.240131579;Actual
Producto B;Tramo 2;202206;Grupo 4;1024;0.322265625;Actual
Producto B;Tramo 2;202206;Grupo 5;922;0.433839479;Actual
Producto B;Tramo 2;202207;Grupo 1;1;0;Actual
Producto B;Tramo 2;202207;Grupo 2;113;0.14159292;Actual
Producto B;Tramo 2;202207;Grupo 3;278;0.18705036;Actual
Producto B;Tramo 2;202207;Grupo 4;1078;0.30148423;Actual
Producto B;Tramo 2;202207;Grupo 5;1033;0.424975799;Actual
Producto B;Tramo 2;202201;Grupo 1;1265;0.354940711;Nuevo
Producto B;Tramo 2;202201;Grupo 2;620;0.437096774;Nuevo
Producto B;Tramo 2;202201;Grupo 3;304;0.539473684;Nuevo
Producto B;Tramo 2;202201;Grupo 4;112;0.625;Nuevo
Producto B;Tramo 2;202202;Grupo 1;1370;0.357664234;Nuevo
Producto B;Tramo 2;202202;Grupo 2;656;0.416158537;Nuevo
Producto B;Tramo 2;202202;Grupo 3;329;0.492401216;Nuevo
Producto B;Tramo 2;202202;Grupo 4;128;0.625;Nuevo
Producto B;Tramo 2;202203;Grupo 1;1015;0.362561576;Nuevo
Producto B;Tramo 2;202203;Grupo 2;622;0.466237942;Nuevo
Producto B;Tramo 2;202203;Grupo 3;372;0.52688172;Nuevo
Producto B;Tramo 2;202203;Grupo 4;160;0.64375;Nuevo
Producto B;Tramo 2;202204;Grupo 1;938;0.319829424;Nuevo
Producto B;Tramo 2;202204;Grupo 2;680;0.426470588;Nuevo
Producto B;Tramo 2;202204;Grupo 3;435;0.450574713;Nuevo
Producto B;Tramo 2;202204;Grupo 4;196;0.591836735;Nuevo
Producto B;Tramo 2;202205;Grupo 1;933;0.340836013;Nuevo
Producto B;Tramo 2;202205;Grupo 2;601;0.409317804;Nuevo
Producto B;Tramo 2;202205;Grupo 3;406;0.480295567;Nuevo
Producto B;Tramo 2;202205;Grupo 4;206;0.597087379;Nuevo
Producto B;Tramo 2;202206;Grupo 1;1103;0.308250227;Nuevo
Producto B;Tramo 2;202206;Grupo 2;670;0.331343284;Nuevo
Producto B;Tramo 2;202206;Grupo 3;423;0.406619385;Nuevo
Producto B;Tramo 2;202206;Grupo 4;237;0.485232068;Nuevo
Producto B;Tramo 2;202207;Grupo 1;1194;0.267169179;Nuevo
Producto B;Tramo 2;202207;Grupo 2;694;0.325648415;Nuevo
Producto B;Tramo 2;202207;Grupo 3;454;0.418502203;Nuevo
Producto B;Tramo 2;202207;Grupo 4;223;0.533632287;Nuevo
Producto B;Tramo 3;202201;Grupo 2;283;0.459363958;Actual
Producto B;Tramo 3;202201;Grupo 3;796;0.650753769;Actual
Producto B;Tramo 3;202201;Grupo 4;308;0.818181818;Actual
Producto B;Tramo 3;202202;Grupo 2;267;0.468164794;Actual
Producto B;Tramo 3;202202;Grupo 3;861;0.679442509;Actual
Producto B;Tramo 3;202202;Grupo 4;402;0.883084577;Actual
Producto B;Tramo 3;202203;Grupo 2;359;0.537604457;Actual
Producto B;Tramo 3;202203;Grupo 3;989;0.729019211;Actual
Producto B;Tramo 3;202203;Grupo 4;460;0.865217391;Actual
Producto B;Tramo 3;202204;Grupo 2;320;0.3875;Actual
Producto B;Tramo 3;202204;Grupo 3;830;0.626506024;Actual
Producto B;Tramo 3;202204;Grupo 4;465;0.868817204;Actual
Producto B;Tramo 3;202205;Grupo 2;274;0.46350365;Actual
Producto B;Tramo 3;202205;Grupo 3;808;0.653465347;Actual
Producto B;Tramo 3;202205;Grupo 4;484;0.865702479;Actual
Producto B;Tramo 3;202206;Grupo 2;291;0.39862543;Actual
Producto B;Tramo 3;202206;Grupo 3;808;0.596534653;Actual
Producto B;Tramo 3;202206;Grupo 4;453;0.869757174;Actual
Producto B;Tramo 3;202207;Grupo 2;327;0.391437309;Actual
Producto B;Tramo 3;202207;Grupo 3;852;0.659624413;Actual
Producto B;Tramo 3;202207;Grupo 4;470;0.865957447;Actual
Producto B;Tramo 3;202201;Grupo 1;358;0.561452514;Nuevo
Producto B;Tramo 3;202201;Grupo 2;825;0.658181818;Nuevo
Producto B;Tramo 3;202201;Grupo 3;158;0.759493671;Nuevo
Producto B;Tramo 3;202201;Grupo 4;47;0.787234043;Nuevo
Producto B;Tramo 3;202202;Grupo 1;357;0.610644258;Nuevo
Producto B;Tramo 3;202202;Grupo 2;850;0.685882353;Nuevo
Producto B;Tramo 3;202202;Grupo 3;232;0.780172414;Nuevo
Producto B;Tramo 3;202202;Grupo 4;91;0.912087912;Nuevo
Producto B;Tramo 3;202203;Grupo 1;421;0.650831354;Nuevo
Producto B;Tramo 3;202203;Grupo 2;1042;0.720729367;Nuevo
Producto B;Tramo 3;202203;Grupo 3;245;0.808163265;Nuevo
Producto B;Tramo 3;202203;Grupo 4;101;0.891089109;Nuevo
Producto B;Tramo 3;202204;Grupo 1;315;0.507936508;Nuevo
Producto B;Tramo 3;202204;Grupo 2;908;0.636563877;Nuevo
Producto B;Tramo 3;202204;Grupo 3;272;0.761029412;Nuevo
Producto B;Tramo 3;202204;Grupo 4;120;0.858333333;Nuevo
Producto B;Tramo 3;202205;Grupo 1;260;0.546153846;Nuevo
Producto B;Tramo 3;202205;Grupo 2;940;0.679787234;Nuevo
Producto B;Tramo 3;202205;Grupo 3;261;0.789272031;Nuevo
Producto B;Tramo 3;202205;Grupo 4;111;0.810810811;Nuevo
Producto B;Tramo 3;202206;Grupo 1;282;0.521276596;Nuevo
Producto B;Tramo 3;202206;Grupo 2;894;0.621923937;Nuevo
Producto B;Tramo 3;202206;Grupo 3;264;0.723484848;Nuevo
Producto B;Tramo 3;202206;Grupo 4;117;0.854700855;Nuevo
Producto B;Tramo 3;202207;Grupo 1;340;0.502941176;Nuevo
Producto B;Tramo 3;202207;Grupo 2;913;0.658269441;Nuevo
Producto B;Tramo 3;202207;Grupo 3;278;0.784172662;Nuevo
Producto B;Tramo 3;202207;Grupo 4;126;0.904761905;Nuevo
Producto B;Tramo 4;202201;Grupo 2;284;0.602112676;Actual
Producto B;Tramo 4;202201;Grupo 3;357;0.81232493;Actual
Producto B;Tramo 4;202201;Grupo 4;393;0.905852417;Actual
Producto B;Tramo 4;202202;Grupo 2;247;0.651821862;Actual
Producto B;Tramo 4;202202;Grupo 3;341;0.847507331;Actual
Producto B;Tramo 4;202202;Grupo 4;444;0.927927928;Actual
Producto B;Tramo 4;202203;Grupo 2;325;0.686153846;Actual
Producto B;Tramo 4;202203;Grupo 3;321;0.853582555;Actual
Producto B;Tramo 4;202203;Grupo 4;485;0.940206186;Actual
Producto B;Tramo 4;202204;Grupo 2;386;0.663212435;Actual
Producto B;Tramo 4;202204;Grupo 3;455;0.848351648;Actual
Producto B;Tramo 4;202204;Grupo 4;547;0.930530165;Actual
Producto B;Tramo 4;202205;Grupo 2;307;0.628664495;Actual
Producto B;Tramo 4;202205;Grupo 3;319;0.846394984;Actual
Producto B;Tramo 4;202205;Grupo 4;510;0.949019608;Actual
Producto B;Tramo 4;202206;Grupo 2;307;0.596091205;Actual
Producto B;Tramo 4;202206;Grupo 3;348;0.813218391;Actual
Producto B;Tramo 4;202206;Grupo 4;521;0.923224568;Actual
Producto B;Tramo 4;202207;Grupo 2;307;0.540716612;Actual
Producto B;Tramo 4;202207;Grupo 3;333;0.798798799;Actual
Producto B;Tramo 4;202207;Grupo 4;503;0.93638171;Actual
Producto B;Tramo 4;202201;Grupo 1;170;0.705882353;Nuevo
Producto B;Tramo 4;202201;Grupo 2;589;0.777589134;Nuevo
Producto B;Tramo 4;202201;Grupo 3;242;0.855371901;Nuevo
Producto B;Tramo 4;202201;Grupo 4;76;0.894736842;Nuevo
Producto B;Tramo 4;202202;Grupo 1;147;0.734693878;Nuevo
Producto B;Tramo 4;202202;Grupo 2;605;0.824793388;Nuevo
Producto B;Tramo 4;202202;Grupo 3;241;0.883817427;Nuevo
Producto B;Tramo 4;202202;Grupo 4;76;0.947368421;Nuevo
Producto B;Tramo 4;202203;Grupo 1;152;0.730263158;Nuevo
Producto B;Tramo 4;202203;Grupo 2;596;0.83557047;Nuevo
Producto B;Tramo 4;202203;Grupo 3;288;0.875;Nuevo
Producto B;Tramo 4;202203;Grupo 4;124;0.935483871;Nuevo
Producto B;Tramo 4;202204;Grupo 1;185;0.740540541;Nuevo
Producto B;Tramo 4;202204;Grupo 2;730;0.801369863;Nuevo
Producto B;Tramo 4;202204;Grupo 3;362;0.886740331;Nuevo
Producto B;Tramo 4;202204;Grupo 4;150;0.946666667;Nuevo
Producto B;Tramo 4;202205;Grupo 1;129;0.720930233;Nuevo
Producto B;Tramo 4;202205;Grupo 2;567;0.813051146;Nuevo
Producto B;Tramo 4;202205;Grupo 3;327;0.871559633;Nuevo
Producto B;Tramo 4;202205;Grupo 4;148;0.918918919;Nuevo
Producto B;Tramo 4;202206;Grupo 1;126;0.746031746;Nuevo
Producto B;Tramo 4;202206;Grupo 2;593;0.777403035;Nuevo
Producto B;Tramo 4;202206;Grupo 3;354;0.824858757;Nuevo
Producto B;Tramo 4;202206;Grupo 4;137;0.934306569;Nuevo
Producto B;Tramo 4;202207;Grupo 1;112;0.607142857;Nuevo
Producto B;Tramo 4;202207;Grupo 2;595;0.773109244;Nuevo
Producto B;Tramo 4;202207;Grupo 3;320;0.825;Nuevo
Producto B;Tramo 4;202207;Grupo 4;141;0.936170213;Nuevo
